ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
3919,Keyboard not working properly,Hardware Issue,Medium,1.34,Database Team,Open,2025-09-30
3920,Azure VM not responding,Cloud Issue,Medium,3.32,IT Support,Resolved,2025-12-31
3921,Unable to connect to company VPN,VPN Access,Low,9.86,Security Team,Closed,2026-04-06
3922,Database query execution failed,Database Issue,High,8.17,Database Team,Resolved,2025-12-26
3923,Form submission failed,Application Bug,Low,5.12,Application Team,Open,2026-03-24
3924,Software license expired,Software Issue,Critical,4.59,Security Team,In Progress,2026-05-13
3925,Unable to install software update,Software Issue,High,6.47,Database Team,In Progress,2025-10-06
3926,Unable to install software update,Software Issue,Medium,1.51,Application Team,Open,2026-05-15
3927,Forgot system password,Password Reset,Low,11.81,IT Support,Resolved,2026-01-04
3928,AWS server instance down,Cloud Issue,Medium,3.7,Database Team,In Progress,2026-01-15
3929,Unable to access internal network,Network Issue,Low,11.61,Database Team,In Progress,2025-12-16
3930,Unable to connect to company VPN,VPN Access,Critical,1.37,IT Support,Closed,2025-10-14
3931,Unable to connect to database,Database Issue,Low,2.73,Security Team,In Progress,2026-06-06
3932,Unable to access internal network,Network Issue,Medium,4.11,Cloud Team,Open,2026-03-02
3933,VPN connection failed remotely,VPN Access,Medium,9.49,Cloud Team,Closed,2025-09-11
3934,Unable to login after password reset,Password Reset,Low,5.49,Application Team,Resolved,2026-01-19
3935,Database query execution failed,Database Issue,Critical,5.54,Application Team,Open,2025-07-09
3936,VPN connection failed remotely,VPN Access,Low,7.7,Network Team,Closed,2025-08-08
3937,Internet speed extremely slow,Network Issue,Critical,9.42,Network Team,Closed,2026-05-07
3938,Dashboard not loading correctly,Application Bug,High,7.9,Security Team,Open,2026-02-21
3939,Laptop not turning on,Hardware Issue,High,7.93,Cloud Team,Resolved,2025-10-30
3940,Form submission failed,Application Bug,Critical,11.19,Application Team,Open,2026-05-12
3941,Laptop not turning on,Hardware Issue,Low,1.42,Security Team,Open,2025-08-10
3942,SQL server connection timeout,Database Issue,Low,1.53,Network Team,In Progress,2025-08-23
3943,VPN connection failed remotely,VPN Access,Medium,6.87,Security Team,In Progress,2026-04-25
3944,Monitor display flickering,Hardware Issue,High,11.81,Security Team,Closed,2025-10-01
3945,VPN connection failed remotely,VPN Access,Critical,5.1,Database Team,In Progress,2026-02-20
3946,Form submission failed,Application Bug,Low,8.46,Security Team,Resolved,2025-08-20
3947,Software license expired,Software Issue,Low,10.06,IT Support,In Progress,2025-11-13
3948,Monitor display flickering,Hardware Issue,High,1.88,IT Support,Resolved,2025-07-30
3949,Outlook not syncing emails,Email Issue,Low,7.89,Network Team,In Progress,2026-04-30
3950,Unauthorized access attempt,Security Incident,Low,3.55,Application Team,In Progress,2026-05-13
3951,Monitor display flickering,Hardware Issue,Critical,8.32,Network Team,Resolved,2025-07-29
3952,Malware alert triggered,Security Incident,Critical,9.21,Security Team,Open,2025-10-06
3953,Email attachments not opening,Email Issue,Critical,3.02,Network Team,In Progress,2025-12-04
3954,Form submission failed,Application Bug,Low,5.36,Cloud Team,In Progress,2026-04-25
3955,Forgot system password,Password Reset,Critical,2.09,Security Team,Open,2026-04-28
3956,VPN disconnecting repeatedly,VPN Access,Low,11.03,IT Support,Open,2025-10-30
3957,Password reset link not working,Password Reset,High,6.87,Network Team,Closed,2025-10-28
3958,Outlook not syncing emails,Email Issue,Low,6.36,Database Team,Open,2026-01-14
3959,Unable to connect to company VPN,VPN Access,High,4.6,Security Team,In Progress,2025-06-24
3960,Unable to connect to company VPN,VPN Access,Critical,11.83,Cloud Team,Resolved,2025-12-05
3961,Internet speed extremely slow,Network Issue,Low,8.47,Network Team,Open,2026-03-27
3962,Keyboard not working properly,Hardware Issue,Low,2.03,Cloud Team,Closed,2025-12-18
3963,Keyboard not working properly,Hardware Issue,High,4.4,Application Team,Open,2026-03-29
3964,Internet speed extremely slow,Network Issue,Medium,7.69,Database Team,Closed,2025-11-14
3965,Keyboard not working properly,Hardware Issue,High,1.55,IT Support,Open,2025-08-07
3966,Internet speed extremely slow,Network Issue,High,6.51,Security Team,Closed,2026-05-20
3967,Keyboard not working properly,Hardware Issue,Medium,4.3,Security Team,Closed,2025-12-18
3968,API returning unexpected error,Application Bug,Low,2.3,Security Team,Closed,2025-10-12
3969,Unable to access internal network,Network Issue,Low,1.84,Database Team,Resolved,2026-05-14
3970,WiFi disconnecting frequently,Network Issue,Low,11.34,IT Support,Open,2025-12-30
3971,Forgot system password,Password Reset,Medium,10.97,Database Team,Closed,2026-05-16
3972,Cloud storage access denied,Cloud Issue,Low,6.07,Security Team,Closed,2026-02-16
3973,Forgot system password,Password Reset,Low,10.41,Application Team,Resolved,2025-11-28
3974,SQL server connection timeout,Database Issue,Low,8.17,Network Team,Closed,2025-11-18
3975,Form submission failed,Application Bug,Critical,2.99,Network Team,Resolved,2025-11-25
3976,Unauthorized access attempt,Security Incident,Medium,5.02,Cloud Team,Resolved,2025-12-23
3977,SQL server connection timeout,Database Issue,Medium,8.38,Application Team,Closed,2025-10-21
3978,AWS server instance down,Cloud Issue,Low,10.22,Database Team,Resolved,2025-06-19
3979,Laptop not turning on,Hardware Issue,Critical,4.61,IT Support,Resolved,2025-07-02
3980,AWS server instance down,Cloud Issue,Low,6.09,Database Team,Resolved,2026-03-27
3981,VPN disconnecting repeatedly,VPN Access,High,9.62,Security Team,Closed,2025-12-03
3982,Password reset link not working,Password Reset,High,7.54,Network Team,Closed,2025-09-24
3983,Malware alert triggered,Security Incident,Low,11.66,IT Support,Closed,2025-08-06
3984,Unable to install software update,Software Issue,Low,11.02,Cloud Team,Closed,2025-07-19
3985,WiFi disconnecting frequently,Network Issue,Low,1.53,Security Team,Closed,2026-05-16
3986,Database query execution failed,Database Issue,Critical,4.02,Network Team,Closed,2026-02-11
3987,VPN disconnecting repeatedly,VPN Access,Critical,3.77,IT Support,Closed,2025-06-27
3988,Unable to install software update,Software Issue,Critical,9.71,Application Team,Resolved,2026-01-03
3989,Unable to login after password reset,Password Reset,High,10.09,Network Team,Closed,2025-08-20
3990,Unable to connect to database,Database Issue,High,7.75,Cloud Team,Open,2026-06-02
3991,VPN disconnecting repeatedly,VPN Access,Medium,8.08,Network Team,In Progress,2026-02-12
3992,Dashboard not loading correctly,Application Bug,Medium,3.02,Database Team,In Progress,2026-01-15
3993,Malware alert triggered,Security Incident,Medium,10.23,Network Team,In Progress,2026-01-06
3994,Malware alert triggered,Security Incident,Critical,5.07,Security Team,Resolved,2026-02-19
3995,Outlook not syncing emails,Email Issue,Medium,1.11,Security Team,Resolved,2026-02-07
3996,VPN connection failed remotely,VPN Access,Low,8.13,Application Team,Resolved,2026-04-07
3997,Outlook not syncing emails,Email Issue,Critical,6.56,Database Team,Resolved,2025-11-17
3998,API returning unexpected error,Application Bug,Medium,8.36,Cloud Team,Resolved,2025-11-25
3999,Unauthorized access attempt,Security Incident,Critical,5.26,Application Team,Resolved,2025-07-31
4000,Laptop not turning on,Hardware Issue,Low,10.45,Database Team,Closed,2026-05-02
4001,Keyboard not working properly,Hardware Issue,High,3.81,Security Team,Closed,2025-07-05
4002,Software license expired,Software Issue,High,11.56,Cloud Team,Open,2026-04-05
4003,Laptop not turning on,Hardware Issue,Low,7.58,Security Team,Open,2026-05-08
4004,Dashboard not loading correctly,Application Bug,Low,6.96,Database Team,Open,2025-09-26
4005,Database query execution failed,Database Issue,Low,4.25,Database Team,Closed,2025-06-25
4006,Azure VM not responding,Cloud Issue,Critical,5.79,Network Team,In Progress,2025-08-15
4007,Unauthorized access attempt,Security Incident,High,10.23,Database Team,In Progress,2025-12-25
4008,Password reset link not working,Password Reset,Critical,11.62,Security Team,Open,2026-01-07
4009,Outlook not syncing emails,Email Issue,Medium,10.41,Application Team,Resolved,2026-05-19
4010,Dashboard not loading correctly,Application Bug,Low,4.49,IT Support,Closed,2025-11-23
4011,Laptop not turning on,Hardware Issue,Medium,7.87,Network Team,Closed,2025-11-23
4012,API returning unexpected error,Application Bug,High,2.08,Database Team,Resolved,2025-07-23
4013,Unable to send company email,Email Issue,Low,3.46,IT Support,Open,2026-04-08
4014,Unable to install software update,Software Issue,Medium,4.48,IT Support,Closed,2025-10-19
4015,Cloud storage access denied,Cloud Issue,Low,3.6,Cloud Team,Resolved,2026-04-25
4016,Unable to connect to company VPN,VPN Access,High,9.9,Application Team,Closed,2025-09-06
4017,Azure VM not responding,Cloud Issue,Medium,9.16,Cloud Team,Closed,2026-03-18
4018,Unable to access internal network,Network Issue,High,6.9,Security Team,Open,2025-10-25
4019,Unable to send company email,Email Issue,Low,1.59,Security Team,In Progress,2026-04-20
4020,Unable to connect to company VPN,VPN Access,High,10.69,Application Team,In Progress,2025-07-25
4021,Unauthorized access attempt,Security Incident,High,9.57,Security Team,Open,2025-08-06
4022,Unable to connect to database,Database Issue,Medium,9.74,Network Team,Resolved,2025-09-12
4023,WiFi disconnecting frequently,Network Issue,Medium,11.8,Security Team,Closed,2025-06-19
4024,Form submission failed,Application Bug,Low,7.09,IT Support,Closed,2025-10-26
4025,Outlook not syncing emails,Email Issue,Critical,11.15,Database Team,In Progress,2026-06-03
4026,Forgot system password,Password Reset,Low,10.65,Cloud Team,Resolved,2025-09-03
4027,WiFi disconnecting frequently,Network Issue,Medium,7.53,Application Team,Closed,2026-03-08
4028,Unable to install software update,Software Issue,Critical,3.99,Security Team,Resolved,2025-09-25
4029,WiFi disconnecting frequently,Network Issue,Critical,2.25,IT Support,Closed,2025-07-17
4030,VPN connection failed remotely,VPN Access,Critical,5.92,Database Team,In Progress,2025-12-23
4031,Email attachments not opening,Email Issue,High,5.04,Security Team,In Progress,2025-10-13
4032,Unauthorized access attempt,Security Incident,Critical,7.13,Cloud Team,In Progress,2025-07-14
4033,Application crashing frequently,Software Issue,Medium,5.15,Application Team,Open,2026-06-11
4034,AWS server instance down,Cloud Issue,High,3.37,Security Team,In Progress,2025-10-23
4035,WiFi disconnecting frequently,Network Issue,High,6.21,IT Support,Resolved,2026-03-25
4036,Unable to connect to company VPN,VPN Access,High,4.85,Security Team,Open,2026-06-03
4037,WiFi disconnecting frequently,Network Issue,Medium,5.96,Cloud Team,Closed,2025-07-12
4038,Laptop not turning on,Hardware Issue,Low,8.57,IT Support,Open,2025-07-31
4039,Software license expired,Software Issue,Critical,11.15,Database Team,Closed,2025-12-26
4040,Monitor display flickering,Hardware Issue,Critical,1.71,Security Team,In Progress,2025-08-09
4041,WiFi disconnecting frequently,Network Issue,Medium,3.58,Database Team,Resolved,2026-01-17
4042,Keyboard not working properly,Hardware Issue,Critical,9.26,Application Team,Open,2026-05-19
4043,Form submission failed,Application Bug,Low,7.89,Network Team,In Progress,2025-09-27
4044,Forgot system password,Password Reset,Low,5.87,Application Team,Open,2025-07-04
4045,Unable to send company email,Email Issue,Critical,9.32,Application Team,Closed,2026-04-11
4046,Outlook not syncing emails,Email Issue,Low,4.62,Network Team,Closed,2026-03-31
4047,SQL server connection timeout,Database Issue,Medium,2.18,Database Team,In Progress,2026-01-28
4048,SQL server connection timeout,Database Issue,Low,10.7,Security Team,In Progress,2026-01-15
4049,Database query execution failed,Database Issue,Critical,3.42,IT Support,Closed,2025-10-19
4050,Unauthorized access attempt,Security Incident,High,5.02,IT Support,In Progress,2026-03-28
4051,Unable to access internal network,Network Issue,Medium,10.5,Network Team,Resolved,2026-06-01
4052,Email attachments not opening,Email Issue,High,2.5,IT Support,Open,2025-11-13
4053,Laptop not turning on,Hardware Issue,High,8.57,Database Team,Resolved,2025-09-03
4054,Monitor display flickering,Hardware Issue,High,11.32,Application Team,In Progress,2025-10-05
4055,Dashboard not loading correctly,Application Bug,Critical,6.14,Security Team,Closed,2025-12-06
4056,WiFi disconnecting frequently,Network Issue,Low,8.85,Application Team,Open,2026-03-13
4057,Forgot system password,Password Reset,Medium,6.84,IT Support,Closed,2025-07-24
4058,Cloud storage access denied,Cloud Issue,High,9.66,Cloud Team,Closed,2026-04-05
4059,Unable to access internal network,Network Issue,Low,6.82,Database Team,Open,2026-04-01
4060,Password reset link not working,Password Reset,Medium,9.95,Network Team,Open,2026-03-11
4061,Internet speed extremely slow,Network Issue,Critical,1.71,Cloud Team,In Progress,2026-06-12
4062,Keyboard not working properly,Hardware Issue,High,8.29,Network Team,Resolved,2026-02-20
4063,VPN connection failed remotely,VPN Access,Critical,1.43,IT Support,Resolved,2025-08-20
4064,VPN disconnecting repeatedly,VPN Access,Low,8.97,Cloud Team,Open,2025-08-19
4065,Keyboard not working properly,Hardware Issue,Medium,3.95,Security Team,Closed,2026-05-31
4066,Azure VM not responding,Cloud Issue,Medium,2.03,Application Team,Resolved,2026-04-24
4067,Outlook not syncing emails,Email Issue,Low,4.49,Cloud Team,Open,2025-11-19
4068,Unable to connect to company VPN,VPN Access,Critical,8.5,Application Team,Resolved,2025-08-16
4069,Unable to login after password reset,Password Reset,High,10.44,IT Support,Open,2026-06-03
4070,Database query execution failed,Database Issue,Low,5.72,Database Team,Closed,2026-06-06
4071,Unable to login after password reset,Password Reset,Medium,8.12,IT Support,Resolved,2026-01-12
4072,Unable to connect to database,Database Issue,High,7.23,Database Team,Closed,2025-12-27
4073,Unauthorized access attempt,Security Incident,Low,3.19,Network Team,Resolved,2025-08-03
4074,Unable to connect to database,Database Issue,High,3.11,Database Team,Open,2026-03-05
4075,AWS server instance down,Cloud Issue,High,2.14,Security Team,Open,2026-04-26
4076,VPN disconnecting repeatedly,VPN Access,Critical,4.66,Network Team,Open,2026-02-01
4077,Unable to connect to database,Database Issue,High,10.87,Network Team,Closed,2025-09-25
4078,Software license expired,Software Issue,High,8.17,Database Team,Resolved,2025-12-14
4079,WiFi disconnecting frequently,Network Issue,Low,4.41,Network Team,Resolved,2026-01-02
